label,review
n,پیتزا‌هایش خوشمزس
p,پیتزا‌هایش خوشمزس محیط دنج گرمی دارد وسط هفته‌‌ها خلوت‌‌تر بهتر هست پارکش بده خاقان قرار دارد
m,پیتزا‌هایش خوشمزه حجیم هست همیشه‌ام شلوغ هست امیدوارم ادامه بده اینطوری
p,پیتزا‌هایش خوشمزست ارزش‌ی بار رفتن دارد
m,پیتزا‌هایش خوشمزه هست گران هست غذا بال خوشمزه بود محیطش قشنگ هست شلوغ هست گران هست
n,پیتزا‌های رده متوسط دارد کلا ناراضی نمی‌شوید انتظار خاصی نداشته باشید‌ توجه معروفیتی دارد انتظار بالایی نداشته باشید
p,پیتزا‌های سبک امریکایی هستید خوبی هست کلا سالاد پیتزا‌های خوبی داره‌هات داگ کوچیک امریکایی دارد سیر کننده نیست غذای سالاد خوب هست پیتزای استیک مخصوصش عالی هست
n,پیتزا‌هایش سبک ایتالیایی است پیتزای چانو خوشمزه است پیشنهادش می‌کنم سسش عالی هست سرویس‌دهی اکیه خوب نیست
m,پیتزا‌هایش عالی هست
n,پیتزا‌هایش خوشمزه است خمیرش جوی هست سالاد مرغ گردوش دوست دارم قیمت‌ها بالا است حق سرویس دارد
m,پیتزا‌های کیفتی دارد نظر مواد اولیه پیتزا‌‌ها ایتالیایی هست نان نازک طعمشان دوست داشتم هرچند طعم سلیقه ای هست قیمت پیتزا‌‌ها بالا هست اکثرا حدود تومان قیمتشان هست سالاد گریند سفارش دادیم عالی بود سبزیجات تازه کیفیت سیب گردوی کاراملی طعم دار شده سیاه دانه کنجد سالاد پاشیده شده بود می‌شود گفت سالادش حرفه‌ای فکر‌شده نظر آماده شده بود پیتزا نیویورک عالی بود نظر کمی شور نوشیدنی‌های طبیعیشان خوب هست گرانقیمت
m,پیتزا‌هایش خوشمزه است نسبتا قیمتش بالا است شلوغی کیفیت سرویس‌دهی مشهودی پایین می‌آید
n,پیتزا‌هایش طعم بوی کیک یزدی می‌دهند
p,پیتزا‌هایش عالی هست ظریف درعین پر مخلفات پر پنیر خوشمزه تردد عملا دویدن پرسنلش کم اذیت می‌کند گاهی مقداری لازمه خصوص مشتری مداری حفظ آرامش محیط آموزش ببینند قیمت‌‌ها کمی بالا است کیفیت خوب هست
n,پیتزا‌هایش ارزان هست کیفیت ندارد فست فواد معمولی هست مقایسه فست فواد‌های خوبی جدیدا بازشده حرفی گفتن ندارد
p,پیتزا‌هایش متفاوت خوشمزه است
m,پیتزا‌هایش عالی هست مرع سوخاریش هستم پیشنهاد می‌کنم قیمتش بالاس نمی‌شود زیاد رفت
m,پیتزا‌هایش بد‌نیست کنتاکی‌هایش خوبهص
p,پیتزا‌هایش عالی هست می‌توانم بگویم بهترین پیتزای تهران دارند نونش نازک هست پیتزاس سرویس‌دهی غزاهاشونم عالی هست
p,پیتزا‌هایش عالی هستند پیتزا‌های ایتالیاییش نوشیدنیهاشون خوب هست
n,پیتزا‌هایش بیکیفیت و‌داغون سرد کم ملات کیفیت پنیر پیتزا‌هایش نامرغوب نسبت قیمتش بد بود پیشنهاد نمی‌کنم پیتزا بخورید
m,پیتزا‌هایش خوشمزن راضی بودم
p,پیتزا‌هایش عالی بود استیک فیلادلفیا مخصوص خوردیم دیزاین برخورد پرسنل عالی بود موسیقی زنده داشت
m,پیتزا‌هایش عالی هست
p,پیتزا‌هایش عالی هست عالی کلا خوبی بود
n,پیتزا‌هایش پر پنیر عین سبک خوشمزه هست
p,پیتزا‌هایش مدل امریکایی هست خوشمزه است تلفنی سفارش دادم پیتزا رسید تعجب کردم ترد بود
p,پیتزا‌هایش پنه‌هاش خوب هست ایتالیایی هست طعم پیتزا‌های کلاسیک خسته شدید سزار حتما امتحان کنید پرسنل خوش برخورد حرفه ایی دارد
n,پیتزا‌هایش معمولی پا هست کیفیت بهتری نسبت پیتزا‌ها داشت
n,پیتزا‌هایش نسبت کیفیت محیط گران هست طعم انچنینی دارد سرویس‌دهی دکوراسیون خوب هست لوکس معمولی معنا گران‌‌تر باشد سالاد بد سیب‌زمینی معمولی تنوع آوری سلیقه غذا‌ها دارد گارنیش غذا صندلی‌‌ها میز‌ها ناراحت فضای شلوغ پرهمهمه موقعی رستوران خوب تهران نبود خوب نظر میومد مقایسه جاهای گفت ضعیف
n,پیتزا‌هایش پنیر پیتزای زیادی دارد باعث شده مزه‌‌هایش خوب نباشد
p,پیتزا‌هایش واثعا خوش طمع عالی بود تقریبا دو سیر می‌کند
m,پیتزا‌هایشان عالی هست کلا نسبت قیمتشان خوب هست حالا حضوری نرفتم
n,پیتزا‌هایش چرب بی‌کیفیت هستند طعم دلچسبی ندارد متاسفانه نمی‌روم
m,پیتزا‌هایش مواد ندارد پر ملات هست خاکی هست رستورانش قرار‌های اول می‌خواهید نفری برید جال نیست دوستتان خانواده خوب هست سیب زمینیاش خانگی هست کلا دوسش داشتم
n,پیتزا‌هایش معمولی بود ظاهر غذا قشنگ هست مزه زیاد جالب نی برگر‌هایش بد‌تر پیتزا هاشه توصیه نمی‌کنم ازشان خرید نخواهم کرد
p,پیتزا‌هایش حرف ندارد انصافا
m,پیتزا‌هایش معمولی بود نونش کلفت بود دوست ندارم سیب‌زمینی سرخ کرده سس قارچش معرکه بود برخورد پرسنل عالی پارک فراوان
m,پیتزا‌هایشان خوب هست ساندیچهای خوبی دارند جاش کوچیک هست تمیز هست خوب سرویس می‌دهند فست فواد دیگه‌ام کنارش اند متمایز کیفیت بهتری دارد نباید کیفیتشان کم کنند دارد بهتر بشوند قیمت‌هایشان هستم خوب هست
m,پیتزا‌هایش معمولی هست پاستاهای خوشمزه‌ای دارند
p,پیتزا‌هایشان عالی هست حرف ندارد بانو حاظر نیستم پیتزا بخورم پیتزای ایتالیایی نقص طعم ظاهری بی‌همتا حداقل ایران
m,پیتزا‌هایش خوب بود برخورد پرسنلش خوب بود
m,پیتزا‌هایشان نازک کوچیک بود گران طعم خوبی داشت دکوراسیونشان زیبا است
p,پیتزا‌هایش کیفیت هست خوبی دارد سوخاری‌‌هایش همینطور موهیتوی خوشمزه‌ای دارد تراکم بالا فضای بزرگشان کیفیت خدمت رسانی خوب هست
m,پیتزا‌هایشان امریکایی بود امریکایی باشد ایرانی بود پر ملات پر پنیر سلیقه ایرانی می پسند هست جورایی پنیربازایی حکم بهشت گم شده داشت پیتزا‌‌هات عظیمیه طالقانی قرار گرفته دو طبقه سالن دارد طبقه دومش ویوی خوبی می‌دوند کوه عظیمیه دارد تقریبا پیتزا‌های تست کردم اونایی علاقه‌ام بود معرفی می‌کنم پیتزا پارامیس خاص عالی هست نصفش پیتزا مخصوص هست نصفش خمیر کالزون محتوا‌های پپرونی دارد پیتزای پپرونی سالامی معرف حضورتان هستند پپرونیش بهتر هست پیتزای کالزون اونایی سوسیس کالباس نمی‌خورند خوب هست خمیر دوبل محتوا‌های گوشت چرخ کرده ساندویچ دارند دوست دارم ژامبون تنوری نان مخصوص پنینی ژامبون هست پر پنیر هست نکته‌ای هست امسال تورم گرانی کمیت پیتزا زدن پیتزا‌ها اب رفت پنیرش هستم کم شد کیفیت خوب هست کم‌تر ازشان خرید می‌کنم
m,پیتزا‌هایش خوب هست خوشمزه است چیکن برگر برگرش معمولی بود
n,پیتزارو سبک ایتالیایی شکل ظاهری امریکایی می‌فروشند پیتژاها بی‌مزه هستند طعم خاصی ندارند ساندویچ‌‌ها خیلس کوچیک الکی گران هستند راضی نبودم
m,پیتزا‌هایشان خوشمزس همبرگر‌‌ها معمولی هستند پاستای خوشمزه‌ای دارد نان سیرها خوشمزه لازانیا معمولی فیله‌های استریپس سس‌‌ها خوشمزه بودن نسبت قیمت کیفیت عالی هست باکس‌‌ها نظر اقتصادی صرفه هستند نوشابه هاهم تگری خنک عالی هستند ضمنا
